mono,mono_index,date_index,tech_index,fruit_index,date,open,payoff_i,tech,timestep,forg_bout,dates.julian,RCI,s1,s2,s3,s4,s5,s6,s7,ps1,ps2,ps3,ps4,ps5,ps6,ps7,ks1,ks2,ks3,ks4,ks5,ks6,ks7,prs1,prs2,prs3,prs4,prs5,prs6,prs7,Yobs1,Yobs2,Yobs3,Yobs4,Yobs5,Yobs6,Yobs7,cos1,cos2,cos3,cos4,cos5,cos6,cos7,Moms1,Moms2,Moms3,Moms4,Moms5,Moms6,Moms7,y1,y2,y3,y4,y5,y6,y7,yob,age,age.c
ME,14,73,3,1351,2/13/15,1,0.188210283,CANINE SEAM,1351,86,761,"RZ,EH,EI,LD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188210283,0,0,0,0,1999,16,7.173913043
ME,14,73,3,1369,2/13/15,1,0.202070826,CANINE SEAM,1369,87,761,"EV,QJ",0,0,1,0,0,0,0,0,0,0.300101629,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202070826,0,0,0,0,1999,16,7.173913043
ME,14,73,3,1370,2/13/15,1,0.235377456,CANINE SEAM,1370,88,761,"EV,WP",0,0,1,0,0,0,0,0,0,0.300101629,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235377456,0,0,0,0,1999,16,7.173913043
ME,14,73,3,1371,2/13/15,1,0.219593112,CANINE SEAM,1371,89,761,,0,0,1,0,0,0,0,0,0,0.300101629,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219593112,0,0,0,0,1999,16,7.173913043
ME,14,73,3,1372,2/13/15,1,0.197037587,CANINE SEAM,1372,90,761,MI,0,0,1,0,0,0,0,0,0,0.300101629,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197037587,0,0,0,0,1999,16,7.173913043
ME,14,74,4,1375,2/16/15,1,0.172172085,CHEW HOLE,1375,91,764,,0,0,1,0,0,0,0,0,0,0.300101629,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172172085,0,0,0,1999,16,7.173913043
ME,14,74,3,1403,2/16/15,1,0.352956126,CANINE SEAM,1403,92,764,,0,0,2,0,0,0,0,0,0,0.277861924,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0.352956126,0,0,0,0,1999,16,7.173913043
ME,14,75,3,1424,2/17/15,1,0.197775195,CANINE SEAM,1424,93,765,GW,0,0,2,0,0,0,0,0,0,0.277861924,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197775195,0,0,0,0,1999,16,7.173913043
ME,14,75,3,1425,2/17/15,1,0.211139801,CANINE SEAM,1425,94,765,"RK,JU",0,0,2,0,0,0,0,0,0,0.277861924,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211139801,0,0,0,0,1999,16,7.173913043
MI,15,35,7,529,2/4/14,0,0,SEAM STRIP,529,1,387,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997,18,9.173913043
MI,15,48,7,804,2/18/14,1,0.294014104,SEAM STRIP,804,2,401,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294014104,1997,18,9.173913043
MI,15,58,1,951,1/12/15,1,0.226303705,BACK ATTACK,951,3,729,,0,0,1,0,0,0,1,0,0,0.318928989,0,0,0,0.345976256,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,8,0,0,0,8,0,0,0.125,0,0,0,0.125,0,0,0,0,0,0,0,0.226303705,0,0,0,0,0,0,1997,18,9.173913043
MI,15,58,7,952,1/12/15,1,0.219593112,SEAM STRIP,952,4,729,JU,0,0,1,0,0,0,1,0,0,0.318928989,0,0,0,0.345976256,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,8,0,0,0,8,0,0,0.125,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219593112,1997,18,9.173913043
MI,15,59,7,966,1/13/15,1,0.236994472,SEAM STRIP,966,5,730,,0,0,1,0,0,0,1,0,0,0.318928989,0,0,0,0.345976256,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,8,0,0,0,8,0,0,0.125,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236994472,1997,18,9.173913043
MI,15,59,7,971,1/13/15,1,0.208516196,SEAM STRIP,971,6,730,,0,0,1,0,0,0,1,0,0,0.318928989,0,0,0,0.345976256,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,8,0,0,0,8,0,0,0.125,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208516196,1997,18,9.173913043
MI,15,59,1,972,1/13/15,1,0.259730302,BACK ATTACK,972,7,730,,0,0,1,0,0,0,1,0,0,0.318928989,0,0,0,0.345976256,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,8,0,0,0,8,0,0,0.125,0,0,0,0.125,0,0,0,0,0,0,0,0.259730302,0,0,0,0,0,0,1997,18,9.173913043
MI,15,60,7,983,1/14/15,1,0.167468791,SEAM STRIP,983,8,731,WP,0,0,1,0,0,0,1,0,0,0.318928989,0,0,0,0.345976256,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,8,0,0,0,8,0,0,0.125,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167468791,1997,18,9.173913043
MI,15,60,7,998,1/14/15,0,0,SEAM STRIP,998,9,731,,0,0,1,0,0,0,1,0,0,0.318928989,0,0,0,0.345976256,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,8,0,0,0,8,0,0,0.125,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997,18,9.173913043
MI,15,60,4,999,1/14/15,1,0.245246062,CHEW HOLE,999,10,731,LN,0,0,1,0,0,0,1,0,0,0.318928989,0,0,0,0.345976256,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,8,0,0,0,8,0,0,0.125,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0.245246062,0,0,0,1997,18,9.173913043
MI,15,62,2,1028,1/22/15,1,0.303413076,BITE AND POP,1028,11,739,,0,0,1,0,0,0,1,0,0,0.318928989,0,0,0,0.345976256,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,8,0,0,0,8,0,0,0.125,0,0,0,0.125,0,0,0,0,0,0,0,0,0.303413076,0,0,0,0,0,1997,18,9.173913043
MI,15,62,7,1035,1/22/15,1,0.265872586,SEAM STRIP,1035,12,739,,0,0,1,0,0,0,1,0,0,0.318928989,0,0,0,0.345976256,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,8,0,0,0,8,0,0,0.125,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265872586,1997,18,9.173913043
MI,15,62,4,1036,1/22/15,1,0.175220024,CHEW HOLE,1036,13,739,VA,0,0,1,0,0,0,1,0,0,0.318928989,0,0,0,0.345976256,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,8,0,0,0,8,0,0,0.125,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0.175220024,0,0,0,1997,18,9.173913043
MI,15,63,3,1059,1/23/15,1,0.19853274,CANINE SEAM,1059,14,740,EV,0,0,1,0,0,0,1,0,0,0.318928989,0,0,0,0.345976256,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,8,0,0,0,8,0,0,0.125,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0.19853274,0,0,0,0,1997,18,9.173913043
MI,15,63,3,1060,1/23/15,1,0.207111645,CANINE SEAM,1060,15,740,,0,0,1,0,0,0,1,0,0,0.318928989,0,0,0,0.345976256,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,8,0,0,0,8,0,0,0.125,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0.207111645,0,0,0,0,1997,18,9.173913043
MI,15,65,3,1079,1/25/15,1,0.20038343,CANINE SEAM,1079,16,742,"GW,WZ",0,0,1,0,0,0,1,0,0,0.318928989,0,0,0,0.345976256,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,8,0,0,0,8,0,0,0.125,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0.20038343,0,0,0,0,1997,18,9.173913043
MI,15,65,2,1080,1/25/15,0,0,BITE AND POP,1080,17,742,"GW,WZ",0,0,1,0,0,0,1,0,0,0.318928989,0,0,0,0.345976256,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,8,0,0,0,8,0,0,0.125,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997,18,9.173913043
MI,15,66,4,1109,1/26/15,1,0.221687241,CHEW HOLE,1109,18,743,,0,0,1,0,0,0,1,0,0,0.318928989,0,0,0,0.345976256,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,8,0,0,0,8,0,0,0.125,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0.221687241,0,0,0,1997,18,9.173913043
MI,15,66,2,1110,1/26/15,1,0.303413076,BITE AND POP,1110,19,743,JU,0,0,0,0,0,0,1,0,0,0,0,0,0,0.345976256,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.303413076,0,0,0,0,0,1997,18,9.173913043
MI,15,66,1,1117,1/26/15,1,0.221151428,BACK ATTACK,1117,20,743,,0,0,0,0,0,0,1,0,0,0,0,0,0,0.345976256,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.221151428,0,0,0,0,0,0,1997,18,9.173913043
MI,15,67,3,1138,2/7/15,0,0,CANINE SEAM,1138,21,755,"GW,VA,IE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997,18,9.173913043
MI,15,68,3,1169,2/8/15,1,0.206099292,CANINE SEAM,1169,22,756,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206099292,0,0,0,0,1997,18,9.173913043
MI,15,68,4,1170,2/8/15,1,0.18769205,CHEW HOLE,1170,23,756,MX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18769205,0,0,0,1997,18,9.173913043
MI,15,68,2,1184,2/8/15,1,0.402429604,BITE AND POP,1184,24,756,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.402429604,0,0,0,0,0,1997,18,9.173913043
MI,15,68,7,1185,2/8/15,1,0.189645379,SEAM STRIP,1185,25,756,"LN,EQ,VA,HF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189645379,1997,18,9.173913043
MI,15,69,4,1208,2/9/15,1,0.168345315,CHEW HOLE,1208,26,757,"VA,LN,WP,GW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168345315,0,0,0,1997,18,9.173913043
MI,15,70,2,1236,2/10/15,0,0,BITE AND POP,1236,27,758,"QJ,YJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997,18,9.173913043
MI,15,70,1,1237,2/10/15,1,0.248425498,BACK ATTACK,1237,28,758,YJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248425498,0,0,0,0,0,0,1997,18,9.173913043
MI,15,71,7,1305,2/11/15,1,0.20924339,SEAM STRIP,1305,29,759,"RK,GW",0,0,1,0,0,0,0,0,0,0.216679065,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20924339,1997,18,9.173913043
MI,15,71,3,1306,2/11/15,1,0.236177337,CANINE SEAM,1306,30,759,VA,0,0,1,0,0,0,0,0,0,0.216679065,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236177337,0,0,0,0,1997,18,9.173913043
MI,15,73,3,1373,2/13/15,1,0.236177337,CANINE SEAM,1373,31,761,"NP,EI,RK,VA",0,0,3,0,0,0,0,0,0,0.210131906,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,16,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236177337,0,0,0,0,1997,18,9.173913043
MI,15,73,7,1374,2/13/15,1,0.20924339,SEAM STRIP,1374,32,761,"VA,RK,GW",0,0,3,0,0,0,0,0,0,0.210131906,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,16,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20924339,1997,18,9.173913043
MI,15,74,7,1382,2/16/15,0,0,SEAM STRIP,1382,33,764,,0,0,3,0,0,0,0,0,0,0.210131906,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,16,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997,18,9.173913043
MI,15,74,1,1383,2/16/15,1,0.211139802,BACK ATTACK,1383,34,764,"WP,WZ",0,0,3,0,0,0,0,0,0,0.210131906,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,16,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.211139802,0,0,0,0,0,0,1997,18,9.173913043
MI,15,74,7,1410,2/16/15,1,0.256949171,SEAM STRIP,1410,35,764,,0,0,3,0,0,0,0,0,0,0.210131906,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,16,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256949171,1997,18,9.173913043
MX,16,1,1,1,1/14/13,0,0,BACK ATTACK,1,1,1,"RK,GW,VA,RZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,8,-0.826086957
MX,16,1,1,2,1/14/13,1,0.212744214,BACK ATTACK,2,2,1,"RK,GW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212744214,0,0,0,0,0,0,2007,8,-0.826086957
MX,16,2,1,4,1/15/13,0,0,BACK ATTACK,4,3,2,"YJ,GW,EQ,JU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,8,-0.826086957
MX,16,3,2,9,1/17/13,1,0.285999668,BITE AND POP,9,4,4,"LD,GW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285999668,0,0,0,0,0,2007,8,-0.826086957
MX,16,5,2,21,12/14/13,0,0,BITE AND POP,21,5,335,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,8,-0.826086957
MX,16,5,4,22,12/14/13,0,0,CHEW HOLE,22,6,335,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,8,-0.826086957
MX,16,5,1,28,12/14/13,0,0,BACK ATTACK,28,7,335,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,8,-0.826086957
MX,16,9,7,50,12/19/13,1,0.288539008,SEAM STRIP,50,8,340,"EQ,GW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288539008,2007,8,-0.826086957
MX,16,10,7,53,12/20/13,0,0,SEAM STRIP,53,9,341,RZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,8,-0.826086957
MX,16,12,2,61,1/5/14,0,0,BITE AND POP,61,10,357,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,8,-0.826086957
MX,16,12,2,62,1/5/14,0,0,BITE AND POP,62,11,357,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,8,-0.826086957
MX,16,13,1,83,1/6/14,0,0,BACK ATTACK,83,12,358,"LD,JU",1,1,0,0,0,0,0,0.310667467,0.22278481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0.0625,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,8,-0.826086957
MX,16,14,7,84,1/7/14,1,0.161277078,SEAM STRIP,84,13,359,BW,1,1,0,0,0,0,0,0.310667467,0.22278481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0.0625,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161277078,2007,8,-0.826086957
MX,16,14,4,88,1/7/14,1,0.251870649,CHEW HOLE,88,14,359,GW,2,1,0,0,0,0,0,0.155333734,0.22278481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,0,0,0,0,0,0.078703704,0.041666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251870649,0,0,0,2007,8,-0.826086957
MX,16,14,4,89,1/7/14,1,0.212335404,CHEW HOLE,89,15,359,EQ,2,1,0,0,0,0,0,0.155333734,0.22278481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,0,0,0,0,0,0.078703704,0.041666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212335404,0,0,0,2007,8,-0.826086957
MX,16,15,7,90,1/8/14,0,0,SEAM STRIP,90,16,360,,2,1,0,0,0,0,0,0.155333734,0.22278481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,0,0,0,0,0,0.078703704,0.041666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,8,-0.826086957
MX,16,15,7,91,1/8/14,0,0,SEAM STRIP,91,17,360,HE,2,1,0,0,0,0,0,0.155333734,0.22278481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,0,0,0,0,0,0.078703704,0.041666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,8,-0.826086957
MX,16,15,2,95,1/8/14,0,0,BITE AND POP,95,18,360,"GW,EQ",2,1,0,0,0,0,0,0.155333734,0.22278481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,0,0,0,0,0,0.078703704,0.041666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,8,-0.826086957
MX,16,15,7,96,1/8/14,1,0.174517031,SEAM STRIP,96,19,360,"EQ,IE,YJ",2,1,0,0,0,0,0,0.155333734,0.22278481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,0,0,0,0,0,0.078703704,0.041666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174517031,2007,8,-0.826086957
MX,16,15,2,97,1/8/14,0,0,BITE AND POP,97,20,360,,2,1,0,0,0,0,0,0.155333734,0.22278481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,0,0,0,0,0,0.078703704,0.041666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,8,-0.826086957
MX,16,15,2,98,1/8/14,0,0,BITE AND POP,98,21,360,,2,1,0,0,0,0,0,0.155333734,0.22278481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,0,0,0,0,0,0.078703704,0.041666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,8,-0.826086957
MX,16,16,7,110,1/9/14,0,0,SEAM STRIP,110,22,361,"LD,YJ",2,1,0,0,0,0,0,0.155333734,0.22278481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,0,0,0,0,0,0.078703704,0.041666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,8,-0.826086957
MX,16,16,2,111,1/9/14,0,0,BITE AND POP,111,23,361,,2,1,0,0,0,0,0,0.155333734,0.22278481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,0,0,0,0,0,0.078703704,0.041666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,8,-0.826086957
MX,16,17,7,115,1/10/14,1,0.17326695,SEAM STRIP,115,24,362,YJ,2,1,0,0,0,0,0,0.155333734,0.22278481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,0,0,0,0,0,0.078703704,0.041666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17326695,2007,8,-0.826086957
MX,16,17,7,118,1/10/14,1,0.19538906,SEAM STRIP,118,25,362,YJ,2,1,0,0,0,0,0,0.155333734,0.22278481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,0,0,0,0,0,0.078703704,0.041666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19538906,2007,8,-0.826086957
MX,16,18,2,127,1/11/14,0,0,BITE AND POP,127,26,363,GW,2,1,0,0,0,0,0,0.155333734,0.22278481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,0,0,0,0,0,0.078703704,0.041666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,8,-0.826086957
MX,16,18,7,128,1/11/14,0,0,SEAM STRIP,128,27,363,"GW,RK",2,1,0,0,0,0,0,0.155333734,0.22278481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,0,0,0,0,0,0.078703704,0.041666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,8,-0.826086957
MX,16,18,7,133,1/11/14,0,0,SEAM STRIP,133,28,363,YJ,2,1,0,0,0,0,0,0.155333734,0.22278481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,0,0,0,0,0,0.078703704,0.041666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,8,-0.826086957
MX,16,20,7,173,1/13/14,1,0.182460478,SEAM STRIP,173,29,365,RK,2,1,0,0,0,0,0,0.155333734,0.22278481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,0,0,0,0,0,0.078703704,0.041666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182460478,2007,8,-0.826086957
MX,16,20,7,181,1/13/14,0,0,SEAM STRIP,181,30,365,,2,3,0,0,0,0,0,0.155333734,0.256233884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,10.8,0,0,0,0,0,0.047222222,0.091666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,8,-0.826086957
MX,16,21,3,190,1/14/14,1,0.199842272,CANINE SEAM,190,31,366,YJ,2,3,0,0,0,0,0,0.155333734,0.256233884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,10.8,0,0,0,0,0,0.047222222,0.091666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199842272,0,0,0,0,2007,8,-0.826086957
MX,16,21,1,191,1/14/14,0,0,BACK ATTACK,191,32,366,,2,3,0,0,0,0,0,0.155333734,0.256233884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,10.8,0,0,0,0,0,0.047222222,0.091666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,8,-0.826086957
